player,year,wins,losses
Nikola Mektic,2011,4,5
Nikola Mektic,2012,7,6
Nikola Mektic,2013,2,6
Nikola Mektic,2015,6,5
Nikola Mektic,2016,3,3
Nikola Mektic,2017,2,3
Nikolay Davydenko,2000,3,1
Nikolay Davydenko,2001,6,10
Nikolay Davydenko,2002,10,17
Nikolay Davydenko,2003,17,23
Nikolay Davydenko,2004,22,22
Nikolay Davydenko,2005,37,22
Nikolay Davydenko,2006,47,18
Nikolay Davydenko,2007,51,25
Nikolay Davydenko,2008,38,14
Nikolay Davydenko,2009,34,12
Nikolay Davydenko,2010,22,13
Nikolay Davydenko,2011,23,20
Nikolay Davydenko,2012,21,22
Nikolay Davydenko,2013,16,21
Nikolay Davydenko,2014,6,10
Nikoloz Basilashvili,2010,1,1
Nikoloz Basilashvili,2012,1,1
Nikoloz Basilashvili,2014,4,6
Nikoloz Basilashvili,2015,20,14
Nikoloz Basilashvili,2016,14,14
Nikoloz Basilashvili,2017,26,27
Nikoloz Basilashvili,2018,31,26
Nikoloz Basilashvili,2019,24,19
Noah Rubin,2015,2,2
Noah Rubin,2016,9,7
Noah Rubin,2017,4,3
Noah Rubin,2018,9,10
Noah Rubin,2019,2,6
Noam Okun,2001,2,2
Noam Okun,2002,5,11
Noam Okun,2003,1,3
Noam Okun,2004,1,4
Noam Okun,2005,3,6
Noam Okun,2006,1,2
Noam Okun,2008,5,6
Noam Okun,2009,4,3
Noam Okun,2010,13,8
Norbert Gombos,2013,2,1
Norbert Gombos,2014,9,11
Norbert Gombos,2015,14,14
Norbert Gombos,2016,1,4
Norbert Gombos,2017,12,13
Norbert Gombos,2018,11,11
Norbert Gombos,2019,2,2
Novak Djokovic,2004,1,2
Novak Djokovic,2005,5,5
Novak Djokovic,2006,21,12
Novak Djokovic,2007,56,14
Novak Djokovic,2008,43,10
Novak Djokovic,2009,51,15
Novak Djokovic,2010,44,13
Novak Djokovic,2011,60,4
Novak Djokovic,2012,66,10
Novak Djokovic,2013,47,9
Novak Djokovic,2014,54,7
Novak Djokovic,2015,68,5
Novak Djokovic,2016,53,6
Novak Djokovic,2017,31,8
Novak Djokovic,2018,48,11
Novak Djokovic,2019,43,7
Oliver Marach,2001,1,1
Oliver Marach,2005,1,2
Oliver Marach,2006,6,7
Oliver Marach,2007,8,13
Oliver Marach,2008,4,4
Oliver Marach,2009,8,9
Oliver Marach,2010,1,1
Oliver Marach,2014,2,3
Oliver Marach,2015,1,6
Olivier Patience,2004,4,8
Olivier Patience,2005,2,5
Olivier Patience,2006,3,6
Olivier Patience,2007,8,12
Olivier Patience,2008,6,9
Olivier Patience,2009,6,10
Olivier Patience,2010,6,4
Olivier Rochus,2000,8,4
Olivier Rochus,2001,7,14
Olivier Rochus,2002,13,16
Olivier Rochus,2003,16,21
Olivier Rochus,2004,13,16
Olivier Rochus,2005,24,18
Olivier Rochus,2006,23,15
Olivier Rochus,2007,18,26
Olivier Rochus,2008,10,18
Olivier Rochus,2009,17,10
Olivier Rochus,2010,8,17
Olivier Rochus,2011,11,12
Olivier Rochus,2012,7,20
Olivier Rochus,2013,8,7
Olivier Rochus,2014,4,5
Oscar Hernandez,2003,4,3
Oscar Hernandez,2004,7,15
Oscar Hernandez,2005,3,12
Oscar Hernandez,2006,1,3
Oscar Hernandez,2007,17,16
Oscar Hernandez,2008,12,13
Oscar Hernandez,2009,15,21
Oscar Hernandez,2010,6,16
Oscar Hernandez,2014,2,4
Pablo Andujar,2007,17,10
Pablo Andujar,2008,7,7
Pablo Andujar,2009,5,13
Pablo Andujar,2010,26,11
Pablo Andujar,2011,15,24
Pablo Andujar,2012,17,25
Pablo Andujar,2013,20,25
Pablo Andujar,2014,16,19
Pablo Andujar,2015,16,19
Pablo Andujar,2016,1,7
Pablo Andujar,2018,9,11
Pablo Andujar,2019,14,14
Pablo Carreno Busta,2011,3,4
Pablo Carreno Busta,2012,1,1
Pablo Carreno Busta,2013,12,6
Pablo Carreno Busta,2014,17,24
Pablo Carreno Busta,2015,14,23
Pablo Carreno Busta,2016,21,21
Pablo Carreno Busta,2017,32,20
Pablo Carreno Busta,2018,28,19
Pablo Carreno Busta,2019,16,14
Pablo Cuevas,2007,6,3
Pablo Cuevas,2008,15,11
Pablo Cuevas,2009,23,12
Pablo Cuevas,2010,19,19
Pablo Cuevas,2011,11,12
Pablo Cuevas,2013,2,3
Pablo Cuevas,2014,19,11
Pablo Cuevas,2015,23,19
Pablo Cuevas,2016,33,18
Pablo Cuevas,2017,20,19
Pablo Cuevas,2018,12,13
Pablo Cuevas,2019,25,21
Paolo Lorenzi,2007,6,9
Paolo Lorenzi,2008,2,6
Paolo Lorenzi,2009,3,5
Paolo Lorenzi,2010,4,13
Paolo Lorenzi,2011,5,5
Paolo Lorenzi,2012,11,17
Paolo Lorenzi,2013,10,20
Paolo Lorenzi,2014,16,15
Paolo Lorenzi,2015,6,17
Paolo Lorenzi,2016,14,16
Paolo Lorenzi,2017,16,25
Paolo Lorenzi,2018,7,17
Paolo Lorenzi,2019,7,11
Paradorn Srichaphan,1999,9,6
Paradorn Srichaphan,2000,8,15
Paradorn Srichaphan,2001,5,9
Paradorn Srichaphan,2002,27,15
Paradorn Srichaphan,2003,28,22
Paradorn Srichaphan,2004,23,20
Paradorn Srichaphan,2005,23,22
Paradorn Srichaphan,2006,22,23
Paradorn Srichaphan,2007,1,5
Patrick Rafter,1998,17,4
Patrick Rafter,1999,34,17
Patrick Rafter,2000,24,14
Patrick Rafter,2001,28,9
Paul Capdeville,2005,1,1
Paul Capdeville,2006,4,6
Paul Capdeville,2007,27,15
Paul Capdeville,2008,16,14
Paul Capdeville,2009,3,13
Paul Capdeville,2010,2,8
Paul Capdeville,2011,12,12
Paul Capdeville,2012,9,12
Paul Capdeville,2013,10,7
Paul Capdeville,2014,1,1
Paul Goldstein,1999,10,12
Paul Goldstein,2000,17,18
Paul Goldstein,2001,4,8
Paul Goldstein,2003,3,4
Paul Goldstein,2004,3,5
Paul Goldstein,2005,8,9
Paul Goldstein,2006,9,13
Paul Goldstein,2007,9,11
Paul-Henri Mathieu,2000,1,2
Paul-Henri Mathieu,2001,1,2
Paul-Henri Mathieu,2002,18,10
Paul-Henri Mathieu,2003,12,16
Paul-Henri Mathieu,2004,6,7
Paul-Henri Mathieu,2005,14,18
Paul-Henri Mathieu,2006,20,21
Paul-Henri Mathieu,2007,43,21
Paul-Henri Mathieu,2008,26,19
Paul-Henri Mathieu,2009,24,21
Paul-Henri Mathieu,2010,12,19
Paul-Henri Mathieu,2012,13,14
Paul-Henri Mathieu,2013,9,17
Paul-Henri Mathieu,2014,22,17
Paul-Henri Mathieu,2015,17,15
Paul-Henri Mathieu,2016,14,18
Paul-Henri Mathieu,2017,8,14
Pavol Cervenak,2007,2,4
Pavol Cervenak,2009,1,3
Pavol Cervenak,2010,2,3
Pavol Cervenak,2011,1,4
Pavol Cervenak,2012,9,7
Pavol Cervenak,2013,7,9
Pedro Sousa,2008,2,1
Pedro Sousa,2010,3,2
Pedro Sousa,2011,3,1
Pedro Sousa,2012,2,4
Pedro Sousa,2015,2,4
Pedro Sousa,2017,4,4
Pedro Sousa,2018,2,5
Pedro Sousa,2019,2,6
Pere Riba,2007,4,1
Pere Riba,2008,3,4
Pere Riba,2009,11,9
Pere Riba,2010,13,15
Pere Riba,2011,22,19
Pere Riba,2012,3,8
Pere Riba,2013,5,5
Pere Riba,2014,10,18
Pere Riba,2015,3,4
Pere Riba,2016,1,4
Pete Sampras,1998,12,3
Pete Sampras,1999,35,10
Pete Sampras,2000,31,12
Pete Sampras,2001,28,12
Pete Sampras,2002,14,10
Peter Gojowczyk,2008,2,2
Peter Gojowczyk,2010,4,2
Peter Gojowczyk,2012,10,8
Peter Gojowczyk,2013,11,6
Peter Gojowczyk,2014,13,15
Peter Gojowczyk,2015,6,7
Peter Gojowczyk,2016,10,9
Peter Gojowczyk,2017,24,11
Peter Gojowczyk,2018,20,23
Peter Gojowczyk,2019,13,21
Peter Luczak,2003,4,8
Peter Luczak,2004,2,4
Peter Luczak,2005,4,8
Peter Luczak,2006,4,4
Peter Luczak,2007,3,9
Peter Luczak,2008,5,8
Peter Luczak,2009,10,11
Peter Luczak,2010,15,24
Peter Luczak,2011,15,19
Peter Luczak,2012,1,2
Peter Polansky,2008,4,5
Peter Polansky,2009,12,7
Peter Polansky,2010,9,13
Peter Polansky,2011,5,8
Peter Polansky,2012,7,6
Peter Polansky,2013,7,7
Peter Polansky,2014,14,9
Peter Polansky,2016,3,5
Peter Polansky,2017,15,14
Peter Polansky,2018,14,16
Peter Wessels,1998,1,1
Peter Wessels,1999,12,13
Peter Wessels,2000,7,5
Peter Wessels,2001,6,7
Peter Wessels,2005,8,12
Peter Wessels,2007,8,3
Peter Wessels,2008,1,3
Philipp Kohlschreiber,2003,1,2
Philipp Kohlschreiber,2004,6,8
Philipp Kohlschreiber,2005,10,21
Philipp Kohlschreiber,2006,20,17
Philipp Kohlschreiber,2007,33,25
Philipp Kohlschreiber,2008,15,13
Philipp Kohlschreiber,2009,32,20
Philipp Kohlschreiber,2010,27,18
Philipp Kohlschreiber,2011,28,19
Philipp Kohlschreiber,2012,37,20
Philipp Kohlschreiber,2013,28,20
Philipp Kohlschreiber,2014,33,22
Philipp Kohlschreiber,2015,30,19
Philipp Kohlschreiber,2016,27,18
Philipp Kohlschreiber,2017,22,14
Philipp Kohlschreiber,2018,22,21
Philipp Kohlschreiber,2019,17,19
Philipp Oswald,2008,3,4
Philipp Oswald,2009,1,1
Philipp Oswald,2010,4,7
Philipp Oswald,2011,1,1
Philipp Oswald,2012,4,5
Philipp Oswald,2013,2,1
Philipp Oswald,2014,5,6
Philipp Oswald,2015,3,3
Philipp Petzschner,2003,2,2
Philipp Petzschner,2004,1,1
Philipp Petzschner,2007,6,4
Philipp Petzschner,2008,8,10
Philipp Petzschner,2009,13,18
Philipp Petzschner,2010,17,16
Philipp Petzschner,2011,21,20
Philipp Petzschner,2012,17,19
Philipp Petzschner,2013,13,8
Philipp Petzschner,2014,6,5
Philipp Petzschner,2015,3,5
Pierre-Hugues Herbert,2012,3,7
Pierre-Hugues Herbert,2013,6,10
Pierre-Hugues Herbert,2014,18,13
Pierre-Hugues Herbert,2015,22,11
Pierre-Hugues Herbert,2016,21,13
Pierre-Hugues Herbert,2017,19,20
Pierre-Hugues Herbert,2018,34,22
Pierre-Hugues Herbert,2019,20,18
Potito Starace,2004,5,8
Potito Starace,2005,12,17
Potito Starace,2006,8,12
Potito Starace,2007,22,22
Potito Starace,2008,10,14
Potito Starace,2009,14,20
Potito Starace,2010,19,21
Potito Starace,2011,18,22
Potito Starace,2012,8,19
Potito Starace,2013,3,6
Potito Starace,2014,13,7
Prakash Amritraj,2003,2,4
Prakash Amritraj,2004,1,3
Prakash Amritraj,2006,1,2
Prakash Amritraj,2007,5,5
Prakash Amritraj,2008,8,6
Prakash Amritraj,2009,3,7
Prakash Amritraj,2010,6,6
Prakash Amritraj,2012,4,1
Prakash Amritraj,2013,3,3
Quentin Halys,2013,1,1
Quentin Halys,2015,3,4
Quentin Halys,2016,6,10
Quentin Halys,2017,5,12
Quentin Halys,2018,6,8
Quentin Halys,2019,2,3
Radek Stepanek,2001,2,2
Radek Stepanek,2002,14,10
Radek Stepanek,2003,21,17
Radek Stepanek,2004,13,18
Radek Stepanek,2005,29,19
Radek Stepanek,2006,24,12
Radek Stepanek,2007,30,19
Radek Stepanek,2008,26,15
Radek Stepanek,2009,32,13
Radek Stepanek,2010,14,10
Radek Stepanek,2011,26,19
Radek Stepanek,2012,16,17
Radek Stepanek,2013,14,16
Radek Stepanek,2014,10,13
Radek Stepanek,2015,9,8
Radek Stepanek,2016,29,13
Radek Stepanek,2017,8,2
Radu Albot,2010,1,2
Radu Albot,2011,1,1
Radu Albot,2012,3,6
Radu Albot,2013,4,5
Radu Albot,2014,13,8
Radu Albot,2015,7,9
Radu Albot,2016,18,14
Radu Albot,2017,15,19
Radu Albot,2018,19,23
Radu Albot,2019,32,19
Raemon Sluiter,1998,1,2
Raemon Sluiter,2000,5,3
Raemon Sluiter,2001,1,9
Raemon Sluiter,2002,3,10
Raemon Sluiter,2003,18,20
Raemon Sluiter,2004,16,16
Raemon Sluiter,2005,5,11
Raemon Sluiter,2006,6,8
Raemon Sluiter,2007,12,7
Raemon Sluiter,2009,4,1
Raemon Sluiter,2010,1,2
Rafael Nadal,2002,1,1
Rafael Nadal,2003,9,7
Rafael Nadal,2004,22,11
Rafael Nadal,2005,60,8
Rafael Nadal,2006,47,6
Rafael Nadal,2007,69,12
Rafael Nadal,2008,52,9
Rafael Nadal,2009,50,11
Rafael Nadal,2010,59,6
Rafael Nadal,2011,52,10
Rafael Nadal,2012,42,7
Rafael Nadal,2013,66,3
Rafael Nadal,2014,42,10
Rafael Nadal,2015,49,16
Rafael Nadal,2016,36,12
Rafael Nadal,2017,62,10
Rafael Nadal,2018,43,4
Rafael Nadal,2019,52,8
Rainer Schuettler,1998,7,7
Rainer Schuettler,1999,21,24
Rainer Schuettler,2000,18,23
Rainer Schuettler,2001,28,21
Rainer Schuettler,2002,33,20
Rainer Schuettler,2003,45,17
Rainer Schuettler,2004,24,21
Rainer Schuettler,2005,11,20
Rainer Schuettler,2006,8,16
Rainer Schuettler,2007,17,15
Rainer Schuettler,2008,16,16
Rainer Schuettler,2009,17,22
Rainer Schuettler,2010,13,14
Rainer Schuettler,2011,6,11
Rainer Schuettler,2012,3,2
Rajeev Ram,2003,1,1
Rajeev Ram,2005,2,2
Rajeev Ram,2007,5,7
Rajeev Ram,2008,5,7
Rajeev Ram,2009,15,11
Rajeev Ram,2010,12,18
Rajeev Ram,2011,17,16
Rajeev Ram,2012,19,16
Rajeev Ram,2013,13,14
Rajeev Ram,2014,8,9
Rajeev Ram,2015,7,10
Rajeev Ram,2016,13,20
Rajeev Ram,2017,6,9
Ramkumar Ramanathan,2013,4,1
Ramkumar Ramanathan,2015,2,5
Ramkumar Ramanathan,2016,3,8
Ramkumar Ramanathan,2017,9,9
Ramkumar Ramanathan,2018,14,17
Ramkumar Ramanathan,2019,2,6
Ramon Delgado,1998,4,3
Ramon Delgado,1999,10,20
Ramon Delgado,2000,3,1
Ramon Delgado,2001,3,4
Ramon Delgado,2002,5,14
Ramon Delgado,2003,2,4
Ramon Delgado,2005,2,2
Ramon Delgado,2006,4,7
Ramon Delgado,2007,4,5
Ramon Delgado,2008,6,3
Ramon Delgado,2009,3,3
Ramon Delgado,2010,7,8
Reilly Opelka,2015,1,2
Reilly Opelka,2016,3,5
Reilly Opelka,2017,9,12
Reilly Opelka,2018,2,8
Reilly Opelka,2019,27,17
Renzo Olivo,2013,4,5
Renzo Olivo,2014,9,6
Renzo Olivo,2015,5,5
Renzo Olivo,2016,17,12
Renzo Olivo,2017,13,19
Renzo Olivo,2018,3,7
Rhyne Williams,2011,1,2
Rhyne Williams,2012,5,3
Rhyne Williams,2013,12,15
Rhyne Williams,2014,9,7
Rhyne Williams,2015,3,2
Ricardas Berankis,2008,5,5
Ricardas Berankis,2010,15,5
Ricardas Berankis,2011,11,10
Ricardas Berankis,2012,22,11
Ricardas Berankis,2013,15,19
Ricardas Berankis,2014,26,14
Ricardas Berankis,2015,15,19
Ricardas Berankis,2016,6,14
Ricardas Berankis,2018,16,19
Ricardas Berankis,2019,14,15
Ricardo Hocevar,2007,1,1
Ricardo Hocevar,2008,1,1
Ricardo Hocevar,2009,3,6
Ricardo Hocevar,2010,9,7
Ricardo Hocevar,2011,8,6
Ricardo Hocevar,2012,2,2
Ricardo Mello,2003,3,6
Ricardo Mello,2004,11,8
Ricardo Mello,2005,9,16
Ricardo Mello,2006,2,7
Ricardo Mello,2007,11,7
Ricardo Mello,2008,1,2
Ricardo Mello,2009,10,9
Ricardo Mello,2010,7,9
Ricardo Mello,2011,11,12
Ricardo Mello,2012,12,13
Richard Fromberg,1998,2,8
Richard Fromberg,1999,10,13
Richard Fromberg,2000,15,18
Richard Fromberg,2001,1,8
Richard Gasquet,2002,2,5
Richard Gasquet,2003,1,6
Richard Gasquet,2004,3,9
Richard Gasquet,2005,22,5
Richard Gasquet,2006,26,15
Richard Gasquet,2007,46,21
Richard Gasquet,2008,22,17
Richard Gasquet,2009,18,12
Richard Gasquet,2010,31,18
Richard Gasquet,2011,29,15
Richard Gasquet,2012,44,18
Richard Gasquet,2013,37,16
Richard Gasquet,2014,20,13
Richard Gasquet,2015,33,12
Richard Gasquet,2016,25,10
Richard Gasquet,2017,27,17
Richard Gasquet,2018,30,21
Richard Gasquet,2019,11,13
Richard Krajicek,1998,12,3
Richard Krajicek,1999,36,18
Richard Krajicek,2000,23,14
Richard Krajicek,2002,9,4
Richard Krajicek,2003,8,8
Rik De Voest,2003,1,1
Rik De Voest,2004,1,1
Rik De Voest,2006,1,5
Rik De Voest,2007,14,11
Rik De Voest,2008,18,10
Rik De Voest,2009,12,13
Rik De Voest,2010,11,7
Rik De Voest,2011,18,11
Rik De Voest,2012,18,15
Rik De Voest,2013,7,7
Robby Ginepri,2001,3,5
Robby Ginepri,2002,3,8
Robby Ginepri,2003,24,14
Robby Ginepri,2004,17,15
Robby Ginepri,2005,26,16
Robby Ginepri,2006,13,17
Robby Ginepri,2007,8,14
Robby Ginepri,2008,27,17
Robby Ginepri,2009,12,13
Robby Ginepri,2010,8,13
Robby Ginepri,2011,2,4
Robby Ginepri,2012,4,8
Robby Ginepri,2013,11,7
Robby Ginepri,2014,7,7
Robby Ginepri,2015,5,6
Robert Farah,2010,2,1
Robert Farah,2011,11,10
Robert Farah,2012,17,10
Robert Farah,2013,1,2
Robert Kendrick,2003,6,9
Robert Kendrick,2004,3,2
Robert Kendrick,2006,3,4
Robert Kendrick,2007,8,16
Robert Kendrick,2008,11,10
Robert Kendrick,2009,12,13
Robert Kendrick,2010,10,6
Robert Kendrick,2011,2,8
Roberto Bautista Agut,2007,2,1
Roberto Bautista Agut,2008,1,1
Roberto Bautista Agut,2010,5,7
Roberto Bautista Agut,2011,6,7
Roberto Bautista Agut,2012,30,16
Roberto Bautista Agut,2013,16,16
Roberto Bautista Agut,2014,43,18
Roberto Bautista Agut,2015,34,22
Roberto Bautista Agut,2016,34,16
Roberto Bautista Agut,2017,40,19
Roberto Bautista Agut,2018,36,17
Roberto Bautista Agut,2019,30,19
Roberto Carballes Baena,2014,8,8
Roberto Carballes Baena,2015,9,7
Roberto Carballes Baena,2016,10,8
Roberto Carballes Baena,2017,10,10
Roberto Carballes Baena,2018,17,20
Roberto Carballes Baena,2019,19,21
Robin Haase,2007,15,14
Robin Haase,2008,14,10
Robin Haase,2010,9,12
Robin Haase,2011,25,20
Robin Haase,2012,18,22
Robin Haase,2013,27,21
Robin Haase,2014,12,21
Robin Haase,2015,19,21
Robin Haase,2016,16,20
Robin Haase,2017,22,26
Robin Haase,2018,26,28
Robin Haase,2019,12,19
Robin Soderling,2003,7,4
Robin Soderling,2004,16,19
Robin Soderling,2005,11,12
Robin Soderling,2006,22,16
Robin Soderling,2007,21,14
Robin Soderling,2008,24,12
Robin Soderling,2009,33,17
Robin Soderling,2010,38,15
Robin Soderling,2011,32,8
Robin Vik,2005,4,7
Robin Vik,2006,9,20
Robin Vik,2007,6,7
Robin Vik,2009,1,2
Roger Federer,1999,12,13
Roger Federer,2000,30,25
Roger Federer,2001,29,12
Roger Federer,2002,40,16
Roger Federer,2003,53,12
Roger Federer,2004,54,4
Roger Federer,2005,65,3
Roger Federer,2006,67,5
Roger Federer,2007,54,7
Roger Federer,2008,51,11
Roger Federer,2009,49,9
Roger Federer,2010,52,11
Roger Federer,2011,48,10
Roger Federer,2012,60,9
Roger Federer,2013,42,14
Roger Federer,2014,56,10
Roger Federer,2015,55,9
Roger Federer,2016,20,6
Roger Federer,2017,39,3
Roger Federer,2018,42,8
Roger Federer,2019,50,8
Rogerio Dutra Silva,2007,2,6
Rogerio Dutra Silva,2010,4,2
Rogerio Dutra Silva,2011,10,8
Rogerio Dutra Silva,2012,12,10
Rogerio Dutra Silva,2013,9,9
Rogerio Dutra Silva,2014,6,6
Rogerio Dutra Silva,2015,7,4
Rogerio Dutra Silva,2016,3,9
Rogerio Dutra Silva,2017,11,20
Rogerio Dutra Silva,2018,18,12
Rogerio Dutra Silva,2019,3,2
Rohan Bopanna,2006,1,3
Rohan Bopanna,2007,7,8
Rohan Bopanna,2008,7,9
Rohan Bopanna,2009,7,4
Rohan Bopanna,2010,5,6
Rohan Bopanna,2011,2,3
Rohan Bopanna,2012,1,2
Roko Karanusic,2005,1,6
Roko Karanusic,2007,7,7
Roko Karanusic,2008,11,9
Roko Karanusic,2009,8,9
Roko Karanusic,2010,4,5
Roko Karanusic,2011,2,3
Ruben Bemelmans,2009,5,6
Ruben Bemelmans,2010,9,9
Ruben Bemelmans,2011,11,7
Ruben Bemelmans,2012,15,12
Ruben Bemelmans,2013,10,8
Ruben Bemelmans,2014,14,11
Ruben Bemelmans,2015,12,12
Ruben Bemelmans,2016,9,10
Ruben Bemelmans,2017,8,10
Ruben Bemelmans,2018,23,23
Ruben Bemelmans,2019,1,6
Ruben Ramirez Hidalgo,2001,1,1
Ruben Ramirez Hidalgo,2003,2,10
Ruben Ramirez Hidalgo,2004,4,13
Ruben Ramirez Hidalgo,2005,3,4
Ruben Ramirez Hidalgo,2006,18,13
Ruben Ramirez Hidalgo,2007,10,16
Ruben Ramirez Hidalgo,2008,6,6
Ruben Ramirez Hidalgo,2009,10,15
Ruben Ramirez Hidalgo,2010,8,7
Ruben Ramirez Hidalgo,2011,5,15
Ruben Ramirez Hidalgo,2012,9,11
Ruben Ramirez Hidalgo,2013,3,6
Ruben Ramirez Hidalgo,2014,9,4
Ruben Ramirez Hidalgo,2016,1,1
Ruben Ramirez Hidalgo,2017,1,5
Rui Machado,2008,5,3
Rui Machado,2009,10,6
Rui Machado,2010,9,7
Rui Machado,2011,4,15
Rui Machado,2012,1,13
Rui Machado,2013,3,1
Rui Machado,2014,2,4
Rui Machado,2015,2,4
Ryan Harrison,2010,10,10
Ryan Harrison,2011,23,19
Ryan Harrison,2012,20,20
Ryan Harrison,2013,21,19
Ryan Harrison,2014,14,12
Ryan Harrison,2015,14,13
Ryan Harrison,2016,24,14
Ryan Harrison,2017,21,20
Ryan Harrison,2018,19,19
Ryan Harrison,2019,5,7
Ryan Sweeting,2006,1,2
Ryan Sweeting,2007,5,7
Ryan Sweeting,2008,10,7
Ryan Sweeting,2009,8,8
Ryan Sweeting,2010,16,11
Ryan Sweeting,2011,24,19
Ryan Sweeting,2012,12,12
Ryan Sweeting,2013,5,3
Ryan Sweeting,2015,1,1
Sam Groth,2008,7,5
Sam Groth,2009,6,7
Sam Groth,2010,1,2
Sam Groth,2011,1,4
Sam Groth,2013,9,7
Sam Groth,2014,15,11
Sam Groth,2015,19,20
Sam Groth,2016,5,17
Sam Groth,2017,4,8
Sam Querrey,2006,5,8
Sam Querrey,2007,20,21
Sam Querrey,2008,22,17
Sam Querrey,2009,24,17
Sam Querrey,2010,30,16
Sam Querrey,2011,6,13
Sam Querrey,2012,28,17
Sam Querrey,2013,19,16
Sam Querrey,2014,19,15
Sam Querrey,2015,14,18
Sam Querrey,2016,25,17
Sam Querrey,2017,31,17
Sam Querrey,2018,17,20
Sam Querrey,2019,16,12
Santiago Giraldo,2007,9,11
Santiago Giraldo,2008,9,7
Santiago Giraldo,2009,8,9
Santiago Giraldo,2010,20,18
Santiago Giraldo,2011,26,22
Santiago Giraldo,2012,22,20
Santiago Giraldo,2013,14,18
Santiago Giraldo,2014,27,21
Santiago Giraldo,2015,20,24
Santiago Giraldo,2016,13,15
Santiago Giraldo,2017,14,15
Santiago Giraldo,2018,5,5
Santiago Giraldo,2019,3,2
Santiago Ventura,2004,8,2
Santiago Ventura,2005,9,17
Santiago Ventura,2006,1,1
Santiago Ventura,2007,6,5
Santiago Ventura,2008,7,11
Santiago Ventura,2009,19,10
Santiago Ventura,2010,14,14
Sargis Sargsian,1998,5,4
Sargis Sargsian,1999,15,19
Sargis Sargsian,2000,11,20
Sargis Sargsian,2001,8,13
Sargis Sargsian,2002,10,15
Sargis Sargsian,2003,21,18
Sargis Sargsian,2004,15,19
Sargis Sargsian,2005,3,8
Scott Draper,1998,1,3
Scott Draper,1999,8,15
Scott Draper,2000,2,4
Scott Draper,2001,1,5
Scott Draper,2002,1,4
Scott Draper,2003,12,14
Sebastien De Chaunac,2002,1,2
Sebastien De Chaunac,2004,1,2
Sebastien De Chaunac,2005,2,4
Sebastien De Chaunac,2007,3,5
Sebastien De Chaunac,2008,3,5
Sebastien De Chaunac,2009,24,11
Sebastien De Chaunac,2010,1,6
Sebastien Grosjean,1998,1,4
Sebastien Grosjean,1999,34,23
Sebastien Grosjean,2000,39,23
Sebastien Grosjean,2001,29,15
Sebastien Grosjean,2002,29,15
Sebastien Grosjean,2003,27,16
Sebastien Grosjean,2004,21,10
Sebastien Grosjean,2005,22,13
Sebastien Grosjean,2006,19,13
Sebastien Grosjean,2007,22,18
Sebastien Grosjean,2008,6,12
Sebastien Grosjean,2009,1,2
Sebastien Grosjean,2010,1,3
Sebastien Lareau,1998,11,6
Sebastien Lareau,1999,7,15
Sebastien Lareau,2000,5,9
Sergei Bubka,2007,2,3
Sergei Bubka,2009,5,7
Sergei Bubka,2010,4,9
Sergei Bubka,2011,8,8
Sergei Bubka,2012,18,13
Sergi Bruguera,2000,13,14
Sergi Bruguera,2001,7,13
Sergi Bruguera,2002,1,3
Sergio Roitman,2000,1,1
Sergio Roitman,2003,1,4
Sergio Roitman,2006,1,3
Sergio Roitman,2007,11,21
Sergio Roitman,2008,4,14
Sergiy Stakhovsky,2005,2,2
Sergiy Stakhovsky,2006,1,2
Sergiy Stakhovsky,2007,13,10
Sergiy Stakhovsky,2008,7,7
Sergiy Stakhovsky,2009,24,13
Sergiy Stakhovsky,2010,19,20
Sergiy Stakhovsky,2011,19,21
Sergiy Stakhovsky,2012,22,27
Sergiy Stakhovsky,2013,17,22
Sergiy Stakhovsky,2014,20,20
Sergiy Stakhovsky,2015,15,22
Sergiy Stakhovsky,2016,11,14
Sergiy Stakhovsky,2017,18,14
Sergiy Stakhovsky,2018,13,16
Sergiy Stakhovsky,2019,9,10
Simon Greul,2006,5,10
Simon Greul,2007,4,10
Simon Greul,2008,3,1
Simon Greul,2009,19,14
Simon Greul,2010,11,24
Simon Greul,2011,11,10
Simon Greul,2012,4,10
Simon Greul,2013,2,6
Simon Stadler,2007,14,9
Simon Stadler,2008,12,7
Simon Stadler,2009,3,5
Simon Stadler,2010,7,8
Simon Stadler,2011,5,5
Simon Stadler,2013,1,1
Simon Stadler,2014,1,1
Simone Bolelli,2007,16,19
Simone Bolelli,2008,19,21
Simone Bolelli,2009,8,16
Simone Bolelli,2010,16,13
Simone Bolelli,2011,14,14
Simone Bolelli,2012,16,13
Simone Bolelli,2013,4,7
Simone Bolelli,2014,12,8
Simone Bolelli,2015,22,19
Simone Bolelli,2016,2,8
Simone Bolelli,2017,16,8
Simone Bolelli,2018,13,7
Simone Bolelli,2019,3,3
Simone Vagnozzi,2004,1,1
Simone Vagnozzi,2007,3,7
Simone Vagnozzi,2008,7,8
Simone Vagnozzi,2009,2,2
Simone Vagnozzi,2010,10,6
Simone Vagnozzi,2011,5,4
Simone Vagnozzi,2012,3,6
Simone Vagnozzi,2013,1,2
Simone Vagnozzi,2014,3,4
Sjeng Schalken,1998,10,7
Sjeng Schalken,1999,24,23
Sjeng Schalken,2000,34,25
Sjeng Schalken,2001,12,16
Sjeng Schalken,2002,21,19
Sjeng Schalken,2003,29,19
Sjeng Schalken,2004,13,14
Sjeng Schalken,2005,7,10
Slava Dosedel,1998,8,6
Slava Dosedel,1999,14,11
